rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status(D-Self Made)(U-Inherited/Unearned),gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Marital Status,Children,Education,Bachelor,Master,Doctorate,Drop Out,Self Made
2059,1400,Real Estate,Kwee Liong Tek,76,Singapore,Singapore,Real estate,Real Estate,Singapore,,FALSE,Split Family Fortune,M,1/1/1947 0:00,Kwee,Liong Tek,,4/4/2023 5:01,,,1947,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,4,"Bachelor of Business Administration, Haas School of Business (University of California, Berkeley)",1,0,0,0,0
2060,1400,Diversified,Kwek Leng Keow,71,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,N,M,1/1/1952 0:00,Kwek,Leng Keow,,4/4/2023 5:01,,,1952,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Widowed,3,,,,,,0
2061,1400,Diversified,Kwek Leng Peck,67,Singapore,Singapore,Diversified,Diversified,Singapore,,FALSE,U,M,1/1/1956 0:00,Kwek,Leng Peck,,4/4/2023 5:01,,,1956,1,1,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,,,,,,,0
2062,1400,Real Estate,Raymond Kwok,69,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,FALSE,U,M,4/10/1953 0:00,Kwok,Raymond,,4/4/2023 5:01,,,1953,4,10,,,,,,,,,,,,Married,3,"Master of Arts, Cambridge University; Master of Business Administration, Harvard Business School",0,1,0,0,0
2063,1400,Diversified,Lee Ho-jin,60,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,FALSE,U,M,12/8/1962 0:00,Lee,Ho-jin,,4/4/2023 5:01,,,1962,12,8,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,Married,2,"Master of Business Administration, Samuel Curtis Johnson Graduate School of Management; Bachelor of Arts/Science, Seoul National University",1,1,0,0,0
2064,1400,Finance & Investments,Michael Lee-Chin,72,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,TRUE,D,M,1/3/1951 0:00,Lee-Chin,Michael,,4/4/2023 5:01,,,1951,1,3,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,Divorced,5,"Bachelor of Arts/Science, McMaster University",1,1,0,0,1
2065,1400,Service,Manfredi Lefebvre d'Ovidio & family,69,Monaco,Monte Carlo,Cruises,Service,Italy,,FALSE,D,M,4/30/1953 0:00,Lefebvre d'Ovidio,Manfredi,,4/4/2023 5:01,,,1953,4,30,,,"$7,184,844,193 ",,,,,,38964,43.7384176,7.4246158,Divorced,1,"Drop Out, La Sapienza University of Rome",0,0,0,1,0
2066,1400,Fashion & Retail,Bernard Lewis & family,97,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,TRUE,U,M,2/10/1926 0:00,Lewis,Bernard,,4/4/2023 5:01,,,1926,2,10,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,,3,,,,,,1
2067,1400,Metals & Mining,Li Jinyang,,China,Chifeng,Mining,Metals & Mining,China,,FALSE,D,F,,Li,Jinyang,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Widowed,,,,,,,0
2068,1400,Automotive,William Li,48,China,Beijing,Electric vehicles,Automotive,China,,TRUE,D,M,1/1/1975 0:00,Li,William,,4/4/2023 5:01,,,1975,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Bachelor of Social Sciences, Peking University",1,0,0,0,1
2069,1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,FALSE,E,F,3/29/1971 0:00,Lindén Urnes,Jenny,,4/4/2023 5:01,,,1971,3,29,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,1,,,,,,0
2070,1400,Healthcare,Liu Fangyi,53,China,Shanghai,Medical equipment,Healthcare,China,,TRUE,D,M,,Liu,Fangyi,,4/4/2023 5:01,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2071,1400,Technology,K.C. Liu,69,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,TRUE,D,M,3/20/1954 0:00,Liu,K.C.,,4/4/2023 5:01,,,1954,3,20,,,,,,,,,,,,Married,2,"Bachelor of Engineering, National Chiao Tung University",1,0,0,0,1
2072,1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,TRUE,D,M,1/1/1963 0:00,Liu,Ming Chung,,4/4/2023 5:01,,,1963,1,1,,,,,,,,,,,,Married,,,,,,,1
2073,1400,Metals & Mining,Anatoly Lomakin,70,Russia,Moscow,Investments,Metals & Mining,Russia,,TRUE,E,M,6/30/1952 0:00,Lomakin,Anatoly,,4/4/2023 5:01,,,1952,6,30,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Masters in Finance, Moscow Institute of International Relations",0,1,0,0,1
2074,1400,Food & Beverage,Brandt Louie,79,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,FALSE,D,M,7/5/1943 0:00,Louie,Brandt,,4/4/2023 5:01,,,1943,7,5,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,Married,2,,,,,,0
2075,1400,Diversified,Lucia Maggi & family,90,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,TRUE,Split Family Fortune,F,7/20/1932 0:00,Maggi,Lucia,Philanthropist,4/4/2023 5:01,,,1932,7,20,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Widowed,5,,,,,,1
2076,1400,Media & Entertainment,Gary Magness,69,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,FALSE,E,M,2/26/1954 0:00,Magness,Gary,,4/4/2023 5:01,Colorado,West,1954,2,26,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Drop Out, Western State College of Colorado",0,0,0,1,0
2077,1400,Technology,Mao Lixiang & family,82,China,Ningbo,Cooking appliances,Technology,China,,TRUE,D,M,1/1/1941 0:00,Mao,Lixiang,,4/4/2023 5:01,,,1941,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2078,1400,Manufacturing,David McMurtry,82,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,TRUE,D,M,5/3/1940 0:00,McMurtry,David,,4/4/2023 5:01,,,1940,5,3,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Married,3,,,,,,1
2079,1400,Manufacturing,Deepak Mehta,66,India,Vadodara,Chemicals,Manufacturing,India,,FALSE,D,M,12/12/1956 0:00,Mehta,Deepak,,4/4/2023 5:01,,,1956,12,12,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Bachelor of Science, University of Mumbai",1,0,0,0,0
2080,1400,Real Estate,Miao Shouliang,68,China,Shenzhen,Real estate,Real Estate,China,,TRUE,D,M,1/1/1955 0:00,Miao,Shouliang,,4/4/2023 5:01,,,1955,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,,,,,,1
2081,1400,Healthcare,Miao Yongjun,55,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,TRUE,U,M,12/1/1967 0:00,Miao,Yongjun,,4/4/2023 5:01,,,1967,12,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2082,1400,Real Estate,Yoshiko Mori,82,Japan,Tokyo,Real estate,Real Estate,Japan,,FALSE,U,F,9/24/1940 0:00,Mori,Yoshiko,,4/4/2023 5:01,,,1940,9,24,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Widowed,2,,,,,,0
2083,1400,Technology,Marius Nacht,57,Israel,Tel Aviv,Software,Technology,Israel,,TRUE,E,M,1/1/1966 0:00,Nacht,Marius,,4/4/2023 5:01,,,1966,1,1,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Married,,"Bachelor of Arts/Science, Hebrew University, Jerusalem",1,0,0,0,1
2084,1400,Healthcare,Tadako Nakatani,,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,FALSE,D,F,,Nakatani,Tadako,,4/4/2023 5:01,,,,,,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Widowed,,,,,,,0
2085,1400,Metals & Mining,Vadim Novinsky,59,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,TRUE,U,M,6/3/1963 0:00,Novinsky,Vadim,,4/4/2023 5:01,,,1963,6,3,281.66,7.9,"$153,781,069,118 ",82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558,Married,3,"Bachelor of Arts/Science, Academy of Civil Aviation (Leningrad)",1,0,0,0,1
2086,1400,Finance & Investments,Niti Osathanugrah,49,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,FALSE,D,M,10/18/1973 0:00,Osathanugrah,Niti,,4/4/2023 5:01,,,1973,10,18,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Married,1,"Bachelor of Arts/Economics, Amherst College; Master of Arts, Chulalongkorn University",1,1,0,0,0
2087,1400,Finance & Investments,Gretel Packer,57,Australia,Sydney,Investments,Finance & Investments,Australia,,FALSE,D,F,4/1/1966 0:00,Packer,Gretel,,4/4/2023 5:01,,,1966,4,1,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,Divorced,3,,,,,,0
2088,1400,Manufacturing,Pan Longquan,58,China,Nanjing,Manufacturing,Manufacturing,China,,TRUE,N,M,1/1/1965 0:00,Pan,Longquan,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2089,1400,Real Estate,Pan Shiyi,60,China,Beijing,Real estate,Real Estate,China,,TRUE,Split Family Fortune,M,1/1/1963 0:00,Pan,Shiyi,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,,,,,,1
2090,1400,Healthcare,David Paul,56,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,TRUE,D,M,12/25/1966 0:00,Paul,David,Founder and Executive Chairman,4/4/2023 5:01,Pennsylvania,Northeast,1966,12,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Master of Science, Temple University; Bachelor of Arts/Science, University of Madras",1,1,0,0,1
2091,1400,Fashion & Retail,Tom Persson,38,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,FALSE,D,M,1/1/1985 0:00,Persson,Tom,,4/4/2023 5:01,,,1985,1,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,,,,,,,0
2092,1400,Automotive,Qian Jinghong,50,China,Wuxi,Electric scooters,Automotive,China,,TRUE,R,F,1/1/1973 0:00,Qian,Jinghong,,4/4/2023 5:01,,,1973,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2093,1400,Manufacturing,Qin Long,57,China,Qingdao,Tire,Manufacturing,China,,TRUE,D,M,7/1/1965 0:00,Qin,Long,,4/4/2023 5:01,,,1965,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2094,1400,Healthcare,M.Satyanarayana Reddy,65,India,Hyderabad,Pharmaceuticals,Healthcare,India,,TRUE,D,M,4/18/1957 0:00,Reddy,M.Satyanarayana,,4/4/2023 5:01,,,1957,4,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,2,"Ph.D, Osmania University",0,0,0,0,1
2095,1400,Diversified,Mochtar Riady & family,93,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,TRUE,D,M,5/12/1929 0:00,Riady,Mochtar,,4/4/2023 5:01,,,1929,5,12,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Married,6,,,,,,1
2096,1400,Fashion & Retail,Rihanna,35,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,TRUE,D,F,2/20/1988 0:00,Rihanna,,Musician,4/4/2023 5:01,California,West,1988,2,20,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,In Relationship,2,,,,,,1
2097,1400,Construction & Engineering,Boris Rotenberg,66,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,TRUE,U,M,1/3/1957 0:00,Rotenberg,Boris,,4/4/2023 5:01,,,1957,1,3,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,5,"Master of Arts/Science, Leningrad Institute of Physical Culture",0,1,0,0,1
2098,1400,Real Estate,Subhash Runwal,79,India,Mumbai,Real estate,Real Estate,India,,TRUE,E,M,5/22/1943 0:00,Runwal,Subhash,,4/4/2023 5:01,,,1943,5,22,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,"Chartered Accountant, Institute of Chartered Accountants of India; B.Com, Pune University",0,0,0,0,1
2099,1400,Manufacturing,Igor Rybakov,50,Russia,Moscow,Building materials,Manufacturing,Russia,,TRUE,U,M,5/16/1972 0:00,Rybakov,Igor,,4/4/2023 5:01,,,1972,5,16,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,4,"Master of Science, Moscow Institute of Physics and Technology",0,1,0,0,1
2100,1400,Healthcare,Carlos Sanchez,61,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,FALSE,E,M,1/21/1962 0:00,Sanchez,Carlos,,4/4/2023 5:01,,,1962,1,21,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,,,,,,,0
2101,1400,Real Estate,Martin Selig,85,United States,Seattle,Real estate,Real Estate,United States,,TRUE,E,M,12/31/1937 0:00,Selig,Martin,,4/4/2023 5:01,Washington,West,1937,12,31,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, University of Washington",1,0,0,0,1
2102,1400,Energy,Airat Shaimiev,61,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,TRUE,U,M,3/7/1962 0:00,Shaimiev,Airat,,4/4/2023 5:01,,,1962,3,7,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,,,"Master of Science in Engineering, Moscow Power Engineering Institute, Kazan",0,1,0,0,1
2103,1400,Energy,Radik Shaimiev,58,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,TRUE,U,M,11/14/1964 0:00,Shaimiev,Radik,,4/4/2023 5:01,,,1964,11,14,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Master of Science in Engineering, Kazan Institute of Civil Engineering",0,1,0,0,1
2104,1400,Fashion & Retail,Nobutoshi Shimamura,97,Japan,Saitama,Retail,Fashion & Retail,Japan,,TRUE,U,M,3/8/1926 0:00,Shimamura,Nobutoshi,,4/4/2023 5:01,,,1926,3,8,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,Married,3,,,,,,1
2105,1400,Technology,Jared Smith,48,United States,Provo,Cloud computing,Technology,United States,,TRUE,E,M,10/2/1974 0:00,Smith,Jared,,4/4/2023 5:01,Utah,West,1974,10,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,,"Bachelor of Science, London School of Economics",1,0,0,0,1
2106,1400,Fashion & Retail,Charlotte Soderstrom,46,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,FALSE,D,F,1/1/1977 0:00,Soderstrom,Charlotte,,4/4/2023 5:01,,,1977,1,1,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,Married,3,,,,,,0
2107,1400,Healthcare,Anand Surana,52,India,Bangalore,Pharmaceuticals,Healthcare,India,,FALSE,D,M,3/24/1971 0:00,Surana,Anand,,4/4/2023 5:01,,,1971,3,24,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,3,"Bachelor of Commerce, Bangalore University",1,0,0,0,0
2108,1400,Healthcare,Dilip Surana,57,India,Bangalore,Pharmaceuticals,Healthcare,India,,FALSE,D,M,1/18/1966 0:00,Surana,Dilip,,4/4/2023 5:01,,,1966,1,18,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288,Married,1,"Bachelor of Commerce, Bangalore University",1,0,0,0,0
2109,1400,Finance & Investments,Wilma Tisch,95,United States,New York,Diversified,Finance & Investments,United States,,FALSE,D,F,6/25/1927 0:00,Tisch,Wilma,,4/4/2023 5:01,New York,Northeast,1927,6,25,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Widowed,4,"Bachelor of Arts/Science, Skidmore College",1,0,0,0,0
2110,1400,Technology,Jianyi Wang,60,China,Hangzhou,Fiber optic cables,Technology,China,,TRUE,U,M,1/12/1963 0:00,Wang,Jianyi,,4/4/2023 5:01,,,1963,1,12,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,"Associate in Arts/Science, Zhejiang University of Technology",0,0,0,0,1
2111,1400,Logistics,Wang Jilei,58,China,Shanghai,Logistics,Logistics,China,,TRUE,U,M,1/1/1965 0:00,Wang,Jilei,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2112,1400,Manufacturing,Shuifu Wang,68,China,Hangzhou,Manufacturing,Manufacturing,China,,TRUE,D,M,2/10/1955 0:00,Wang,Shuifu,,4/4/2023 5:01,,,1955,2,10,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2113,1400,Manufacturing,Wang Yanqing & family,76,China,Weihai,Carbon fiber products,Manufacturing,China,,FALSE,D,F,7/2/1946 0:00,Wang,Yanqing,,4/4/2023 5:01,,,1946,7,2,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Widowed,,,,,,,0
2114,1400,Metals & Mining,Wang Zelong,26,China,Jiaozuo,Chemicals,Metals & Mining,China,,FALSE,D,M,7/1/1996 0:00,Wang,Zelong,,4/4/2023 5:01,,,1996,7,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,0
2115,1400,Manufacturing,Werner O. Weber,84,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,TRUE,E,M,2/9/1939 0:00,Weber,Werner O.,,4/4/2023 5:01,,,1939,2,9,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,,,,,,,,1
2116,1400,Manufacturing,Anne Werninghaus,37,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,FALSE,U,F,1/1/1986 0:00,Werninghaus,Anne,,4/4/2023 5:01,,,1986,1,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,Married,2,,,,,,0
2117,1400,Finance & Investments,"Alfred West, Jr.",80,United States,Paoli,Money management,Finance & Investments,United States,,TRUE,U,M,12/7/1942 0:00,West,Alfred,,4/4/2023 5:01,Pennsylvania,Northeast,1942,12,7,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,3,"Bachelor of Arts/Science, Georgia Institute of Technology; Master of Business Administration, University of Pennsylvania, The Wharton School",1,1,0,0,1
2118,1400,Manufacturing,Bo Wu,68,China,Nanjing,Machinery,Manufacturing,China,,TRUE,E,M,5/1/1954 0:00,Wu,Bo,,4/4/2023 5:01,,,1954,5,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2119,1400,Manufacturing,Wu Chaoqun,53,China,Meishan,Chemicals,Manufacturing,China,,TRUE,U,M,5/18/1969 0:00,Wu,Chaoqun,,4/4/2023 5:01,,,1969,5,18,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2120,1400,Technology,Swift Xie,43,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,TRUE,E,M,1/1/1980 0:00,Xie,Swift,Chief Marketing Officer,4/4/2023 5:01,,,1980,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2121,1400,Manufacturing,Xu Guozhong & family,59,China,Changzhou,Motors,Manufacturing,China,,TRUE,D,M,9/1/1963 0:00,Xu,Guozhong,,4/4/2023 5:01,,,1963,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2122,1400,Food & Beverage,Yao Kuizhang,58,China,Hengshui,Beverages,Food & Beverage,China,,TRUE,D,M,1/1/1965 0:00,Yao,Kuizhang,,4/4/2023 5:01,,,1965,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,,,,,,1
2123,1400,Real Estate,Yu Peidi,63,China,Shanghai,Real estate,Real Estate,Hong Kong,,TRUE,D,M,1/1/1960 0:00,Yu,Peidi,,4/4/2023 5:01,,,1960,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,3,,,,,,1
2124,1400,Healthcare,Yuan Liping,52,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,FALSE,D,F,1/1/1971 0:00,Yuan,Liping,,4/4/2023 5:01,,,1971,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Divorced,,,,,,,0
2125,1400,Manufacturing,Zhang Chuanwei & family,60,China,Zhongshan,Machinery,Manufacturing,China,,TRUE,D,M,6/15/1962 0:00,Zhang,Chuanwei,,4/4/2023 5:01,,,1962,6,15,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2126,1400,Real Estate,Zhang Keqiang,62,China,Guangzhou,Real estate,Real Estate,China,,TRUE,D,M,4/29/1960 0:00,Zhang,Keqiang,,4/4/2023 5:01,,,1960,4,29,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,,,"Master of Business Administration, Murdoch University; Master of Business Administration, Murdoch University",0,1,0,0,1
2127,1400,Real Estate,Zhang Xin,57,China,Beijing,Real estate,Real Estate,China,SOHO China,TRUE,Split Family Fortune,F,8/24/1965 0:00,Zhang,Xin,"Cofounder, CEO",4/4/2023 5:01,,,1965,8,24,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,2,,,,,,1
2128,1400,Manufacturing,Xinghai Zhang & family,60,China,Chongqing,Machinery,Manufacturing,China,,TRUE,D,M,1/1/1963 0:00,Zhang,Xinghai,,4/4/2023 5:01,,,1963,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2129,1400,Manufacturing,Zheng Jianjiang & family,62,China,Ningbo,Electrical equipment,Manufacturing,China,,TRUE,D,M,1/1/1961 0:00,Zheng,Jianjiang,,4/4/2023 5:01,,,1961,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,,,,,,,1
2130,1400,Real Estate,Zhong Sheng Jian,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,TRUE,D,M,3/3/1958 0:00,Zhong,Sheng Jian,,4/4/2023 5:01,,,1958,3,3,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,Married,5,,,,,,1
2131,1400,Fashion & Retail,Zhou Chengjian,57,China,Shanghai,Fashion retail,Fashion & Retail,China,,TRUE,D,M,4/30/1965 0:00,Zhou,Chengjian,,4/4/2023 5:01,,,1965,4,30,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397,Married,1,"EMBA, Zhejiang University",0,0,0,0,1
2132,1400,Diversified,Boris Zingarevich,63,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,TRUE,R,M,7/8/1959 0:00,Zingarevich,Boris,,4/4/2023 5:01,,,1959,7,8,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Married,2,"Master of Science, Leningrad Technological Institute of Pulp and Paper Industry",0,1,0,0,1
2133,1300,Automotive,A. Jayson Adair,53,United States,Dallas,Damaged cars,Automotive,United States,,TRUE,U,M,10/16/1969 0:00,Adair,A. Jayson,,4/4/2023 5:01,Texas,South,1969,10,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,Married,2,,,,,,1
2134,1300,Logistics,Soegiarto Adikoesoemo,85,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,TRUE,R,M,3/24/1938 0:00,Adikoesoemo,Soegiarto,,4/4/2023 5:01,,,1938,3,24,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Married,2,"Diploma, High School",0,0,0,0,1
